narration_id,narration,verb_class,noun_classes,verb,nouns
P01_09_139,draw flour bag,0,[19],draw,['bag:flour']
P01_09_140,take flower bag,0,[19],take,['bag:flower']
P01_09_141,put flour bag into cupboard,5,"[19, 3]",put-into,"['bag:flour', 'cupboard']"
P01_09_142,take measuring cup,0,[13],take,['cup:measuring']
P01_09_145,wash counter,2,[42],wash,['counter']
P01_09_146,continue washing counter,2,[42],wash,['counter']
P01_09_154,continue washing spatula,2,[20],wash,['spatula']
P01_09_156,empty bowl,20,[7],empty,['bowl']
P01_09_157,wash bowl,2,[7],wash,['bowl']
P01_09_158,continue washing bowl,2,[7],wash,['bowl']
P01_09_16,take potatoes,0,[30],take,['potato']
P01_09_168,put spatula onto rack,1,"[20, 110]",put-onto,"['spatula', 'rack']"
P01_09_170,rinse bowl,2,[7],rinse,['bowl']
P01_09_175,put bowl onto rack,1,"[7, 110]",put-onto,"['bowl', 'rack']"
P01_09_188,open oven,3,[46],open,['oven']
P01_09_189,close oven,4,[46],close,['oven']
P01_09_19,put potato into cupboard,5,"[30, 3]",put-into,"['potato', 'cupboard']"
P01_09_190,turn oven on,6,[46],turn-on,['oven']
P01_09_205,keep peeling potato,19,[30],peel,['potato']
P01_09_214,take potato skins,0,[48],take,['skin:potato']
P01_09_215,take potato skin from floor,0,"[48, 159]",take-from,"['skin:potato', 'floor']"
P01_09_217,throw potato skin into bin,13,"[48, 36]",throw-into,"['skin:potato', 'bin']"
P01_09_222,peel onion,19,[16],peel,['onion']
P01_09_224,continue peeling onion,19,[16],peel,['onion']
P01_09_231,take onion bits,0,[16],take,['bit:onion']
P01_09_232,put down bits,1,[16],put-down,['bit:onion']
P01_09_236,take containers,0,[21],take,['container']
P01_09_243,wash onion,2,[16],wash,['onion']
P01_09_245,put onion into container,5,"[16, 21]",put-into,"['onion', 'container']"
P01_09_252,put down mushrooms,1,[56],put-down,['mushroom']
P01_09_254,take bin.,0,[36],take,['bin']
P01_09_255,open bin.,3,[36],open,['bin']
P01_09_256,throw onion skin into bin.,13,"[48, 36]",throw-into,"['skin:onion', 'bin']"
P01_09_257,close bin.,4,[36],close,['bin']
P01_09_258,put down bin.,1,[36],put-down,['bin']
P01_09_259,turn on tap.,6,[0],turn-on,['tap']
P01_09_260,wash hands.,2,[11],wash,['hand']
P01_09_261,close tap.,8,[0],turn-off,['tap']
P01_09_262,dry hands.,14,[11],dry,['hand']
P01_09_263,take knife.,0,[4],take,['knife']
P01_09_264,cut onion.,7,[16],cut,['onion']
P01_09_266,continue cutting onion.,7,[16],cut,['onion']
P01_09_267,separate onion bits,52,[16],separate,['bit:onion']
P01_09_268,turn knife,23,[4],turn,['knife']
P01_09_269,slice onion,7,[16],slice,['onion']
P01_09_27,put down measuring cup,1,[13],put-down,['cup:measuring']
P01_09_274,pour onion into plate,9,"[16, 2]",pour-into,"['onion', 'plate']"
P01_09_276,take onion skin,0,[48],take,['skin:onion']
P01_09_278,throw onion skin into bin,13,"[48, 36]",throw-into,"['skin:onion', 'bin']"
P01_09_281,open mushroom box,3,[23],open,['box:mushroom']
P01_09_286,close mushroom box,4,[23],close,['box:mushroom']
P01_09_29,put spoon into drawer,5,"[1, 8]",put-into,"['spoon', 'drawer']"
P01_09_290,take aubergine,0,[67],take,['aubergine']
P01_09_293,put down aubergine,1,[67],put-down,['aubergine']
P01_09_294,take mushroom,0,[56],take,['mushroom']
P01_09_296,wash mushroom,2,[56],wash,['mushroom']
P01_09_297,put down mushroom,1,[56],put-down,['mushroom']
P01_09_3,open bag,3,[19],open,['bag']
P01_09_311,move measuring cup,11,[13],move,['cup:measuring']
P01_09_313,slice mushrooms,7,[56],slice,['mushroom']
P01_09_314,slice mushroom,7,[56],slice,['mushroom']
P01_09_316,pour,9,[56],pour,['mushroom']
P01_09_317,mushrooms onto plate,1,[2],mushroom-onto,['plate']
P01_09_325,pour oil onto pan,9,"[31, 5]",pour-onto,"['oil', 'pan']"
P01_09_338,wash aubergine,2,[67],wash,['aubergine']
P01_09_34,put down bowls,1,[7],put-down,['bowl']
P01_09_341,chop aubergine,7,[67],chop,['aubergine']
P01_09_342,slice aubergine,7,[67],slice,['aubergine']
P01_09_343,continue slicing aubergine,7,[67],slice,['aubergine']
P01_09_344,put aubergine into container,5,"[67, 21]",put-into,"['aubergine', 'container']"
P01_09_349,take aubergine ends,0,[67],take,['end:aubergine']
P01_09_351,throw aubergine ends into bin,13,[36],throw-into,['bin']
P01_09_356,check oil,24,[31],check,['oil']
P01_09_36,move bowl,11,[7],move,['bowl']
P01_09_364,take olives,0,[83],take,['olive']
P01_09_365,open olives,3,[83],open,['olive']
P01_09_367,eat olive,35,[83],eat,['olive']
P01_09_371,put down olives,1,[83],put-down,['olive']
P01_09_374,place aubergine onto pan,1,"[67, 5]",place-onto,"['aubergine', 'pan']"
P01_09_382,slice olives,7,[83],slice,['olive']
P01_09_383,continue slicing olives,7,[83],slice,['olive']
P01_09_39,check water,24,[27],check,['water']
P01_09_393,put container into cupboard,5,"[21, 3]",put-into,"['container', 'cupboard']"
P01_09_397,close olives,4,[83],close,['olive']
P01_09_4,take flower off bag,0,"[75, 19]",take,"['flower', 'bag']"
P01_09_40,waiting for water to be hot,72,[27],wait,['water']
P01_09_400,put olives into fridge,5,"[83, 12]",put-into,"['olive', 'fridge']"
P01_09_404,flip aubergine,22,[67],flip,['aubergine']
P01_09_412,take trays,0,[35],take,['tray']
P01_09_414,put down trays,1,[35],put-down,['tray']
P01_09_415,move paper towel,11,[93],move,['towel:paper']
P01_09_417,take scissors,0,[79],take,['scissors']
P01_09_419,cut baking paper,7,[49],cut,['paper:baking']
P01_09_42,pour water into measuring cup,9,"[27, 13]",pour-into,"['water', 'cup:measuring']"
P01_09_420,put down baking paper,1,[49],put-down,['paper:baking']
P01_09_421,put down scissors,1,[79],put-down,['scissors']
P01_09_422,lay baking paper onto tray,1,"[49, 35]",lay-onto,"['paper:baking', 'tray']"
P01_09_437,take baking paper,0,[49],take,['paper:baking']
P01_09_443,move tray,11,[35],move,['tray']
P01_09_444,put down tray,1,[35],put-down,['tray']
P01_09_448,put scissors into drawer,5,"[79, 8]",put-into,"['scissors', 'drawer']"
P01_09_46,take yeast,0,[195],take,['yeast']
P01_09_464,take paper,0,[49],take,['paper']
P01_09_465,fold paper,28,[49],fold,['paper']
P01_09_466,put down paper,1,[49],put-down,['paper']
P01_09_469,put aubergine onto plate,1,"[67, 2]",put-onto,"['aubergine', 'plate']"
P01_09_47,open box,3,[23],open,['box']
P01_09_48,put down box,1,[23],put-down,['box']
P01_09_486,take tray,0,[35],take,['tray']
P01_09_488,move blade,11,[4],move,['blade']
P01_09_489,take cutting board and knife,0,"[18, 4]",take,"['board:cutting', 'knife']"
P01_09_49,take flour,0,[75],take,['flour']
P01_09_492,move olives,11,[83],move,['olive']
P01_09_496,take mozzarella,0,[32],take,['mozzarella']
P01_09_498,put down mozzarella,1,[32],put-down,['mozzarella']
P01_09_499,take dough,0,[25],take,['dough']
P01_09_5,take soy milk off bag,12,"[64, 19]",take-off,"['milk:soy', 'bag']"
P01_09_501,place dough onto tray,1,"[25, 35]",place-onto,"['dough', 'tray']"
P01_09_504,cut dough into halves,7,[25],cut-into,['dough']
P01_09_505,separate dough,52,[25],separate,['dough']
P01_09_507,take bowl,0,[7],take,['bowl']
P01_09_510,looking for something,48,[75],look-for,['flour']
P01_09_514,take rolling pin,0,[136],take,['pin:rolling']
P01_09_516,roll dough,47,[25],roll,['dough']
P01_09_52,open four bag,3,[19],open,['bag']
P01_09_522,unroll,39,[19],unroll,['bag:flour']
P01_09_523,unfold flour bag,39,[19],unfold,['bag:flour']
P01_09_528,spread dough,27,[25],spread,['dough']
P01_09_53,pour flour into bowl,9,"[75, 7]",pour-into,"['flour', 'bowl']"
P01_09_530,place potato onto dough,1,"[30, 25]",place-onto,"['potato', 'dough']"
P01_09_536,take onions,0,[16],take,['onion']
P01_09_537,spread onions,27,[16],spread,['onion']
P01_09_540,spread onions onto dough,27,"[16, 25]",spread-onto,"['onion', 'dough']"
P01_09_542,put onion onto dough,1,"[16, 25]",put-onto,"['onion', 'dough']"
P01_09_552,open mozzarella bag,3,[19],open,['bag:mozzarella']
P01_09_553,spread mozzarella onto dough,27,"[32, 25]",spread-onto,"['mozzarella', 'dough']"
P01_09_557,spread mozzarella,27,[32],spread,['mozzarella']
P01_09_558,continue spreading mozzarella,27,[32],spread,['mozzarella']
P01_09_57,pour yeast into bowl,9,"[195, 7]",pour-into,"['yeast', 'bowl']"
P01_09_570,place mushrooms onto dough,1,"[56, 25]",place-onto,"['mushroom', 'dough']"
P01_09_573,move flour bag,11,[19],move,['bag:flour']
P01_09_575,put down rolling pin,1,[136],put-down,['pin:rolling']
P01_09_576,take pizza,0,[91],take,['pizza']
P01_09_577,put down pizza,1,[91],put-down,['pizza']
P01_09_579,put pizza into oven,5,"[91, 46]",put-into,"['pizza', 'oven']"
P01_09_58,fold yeast,28,[195],fold,['yeast']
P01_09_581,move mozzarella bag,11,[19],move,['bag:mozzarella']
P01_09_585,flatten dough,87,[25],flatten,['dough']
P01_09_586,put down dough,1,[25],put-down,['dough']
P01_09_59,take box,0,[23],take,['box']
P01_09_591,continue rolling dough,47,[25],roll,['dough']
P01_09_595,put dough onto tray,1,"[25, 35]",put-onto,"['dough', 'tray']"
P01_09_598,take tomato sauce,0,[47],take,['sauce:tomato']
P01_09_599,put down sauce,1,[47],put-down,['sauce']
P01_09_6,take potatoes off bag,12,"[30, 19]",take-off,"['potato', 'bag']"
P01_09_60,put yeast into box,5,"[195, 23]",put-into,"['yeast', 'box']"
P01_09_600,put sauce into cupboard,5,"[47, 3]",put-into,"['sauce', 'cupboard']"
P01_09_603,pour sauce onto dough,9,"[47, 25]",pour-onto,"['sauce', 'dough']"
P01_09_604,put on lid,1,[6],put-on,['lid']
P01_09_610,spoon sauce,16,[47],spoon,['sauce']
P01_09_611,put down butter,1,[78],put-down,['butter']
P01_09_612,spread sauce,27,[47],spread,['sauce']
P01_09_617,sprinkle mozzarella onto dough,42,"[32, 25]",sprinkle-onto,"['mozzarella', 'dough']"
P01_09_618,continue sprinkling mozzarella,42,[32],sprinkle,['mozzarella']
P01_09_62,put yeast box into cupboard,5,"[23, 3]",put-into,"['box:yeast', 'cupboard']"
P01_09_621,sprinkle more mozzarella,42,[32],sprinkle,['mozzarella:more']
P01_09_622,fold mozzarella bag,28,[19],fold,['bag:mozzarella']
P01_09_623,put down mozzarella bag,1,[19],put-down,['bag:mozzarella']
P01_09_627,place aubergine onto pizza,1,"[67, 91]",place-onto,"['aubergine', 'pizza']"
P01_09_63,move cutting board and flower,11,"[18, 75]",move,"['board:cutting', 'flower']"
P01_09_630,spread olives onto pizza,27,"[83, 91]",spread-onto,"['olive', 'pizza']"
P01_09_634,take olive,0,[83],take,['olive']
P01_09_641,place onion onto pizza,1,"[16, 91]",place-onto,"['onion', 'pizza']"
P01_09_644,put onion onto pizza,1,"[16, 91]",put-onto,"['onion', 'pizza']"
P01_09_652,put pizza onto tray,1,"[91, 35]",put-onto,"['pizza', 'tray']"
P01_09_657,take lid and bottle,0,"[6, 15]",take,"['lid', 'bottle']"
P01_09_660,take mozzarella bag,0,[19],take,['bag:mozzarella']
P01_09_662,put sauce into fridge,5,"[47, 12]",put-into,"['sauce', 'fridge']"
P01_09_663,take beer,0,[231],take,['beer']
P01_09_664,put down beer,1,[231],put-down,['beer']
P01_09_666,put mozzarella bag into fridge,5,"[19, 12]",put-into,"['bag:mozzarella', 'fridge']"
P01_09_670,put down table cloth,1,[17],put-down,['cloth:table']
P01_09_673,throw paper into bin,13,"[49, 36]",throw-into,"['paper', 'bin']"
P01_09_677,roll flour bag,47,[19],roll,['bag:flour']
P01_09_679,take cloves,0,[51],take,['clove']
P01_09_680,put cloves into cupboard,5,"[51, 3]",put-into,"['clove', 'cupboard']"
P01_09_681,take rolling pin and bowl,0,"[136, 7]",take,"['pin:rolling', 'bowl']"
P01_09_682,put down rolling pin and bowl,1,"[136, 7]",put-down,"['pin:rolling', 'bowl']"
P01_09_684,eat mushroom,35,[56],eat,['mushroom']
P01_09_686,eat olives,35,[83],eat,['olive']
P01_09_689,move bowl and rolling pin,11,"[7, 136]",move,"['bowl', 'pin:rolling']"
P01_09_691,pour mushrooms into bowl,9,"[56, 7]",pour-into,"['mushroom', 'bowl']"
P01_09_694,pour potatoes into bowl,9,"[30, 7]",pour-into,"['potato', 'bowl']"
P01_09_696,put potato into bowl,5,"[30, 7]",put-into,"['potato', 'bowl']"
P01_09_7,take something off bag,12,[19],take-off,['bag']
P01_09_702,put plate into sink,5,"[2, 63]",put-into,"['plate', 'sink']"
P01_09_704,throw paper,13,[49],throw,['paper']
P01_09_708,put down knife and fork,1,"[4, 14]",put-down,"['knife', 'fork']"
P01_09_712,take can,0,[61],take,['can']
P01_09_713,open can,3,[61],open,['can']
P01_09_714,pour beer into glass,9,"[231, 10]",pour-into,"['beer', 'glass']"
P01_09_715,put down glass and can,1,[10],put-down,['glass']
P01_09_717,check pizza,24,[91],check,['pizza']
P01_09_727,put bowl into fridge,5,"[7, 12]",put-into,"['bowl', 'fridge']"
P01_09_730,open the oven,3,[46],open,['oven']
P01_09_743,empty measuring cup,20,[13],empty,['cup:measuring']
P01_09_744,wash measuring cup,2,[13],wash,['cup:measuring']
P01_09_748,continue washing cutting board,2,[18],wash,['board:cutting']
P01_09_750,move spoon,11,[1],move,['spoon']
P01_09_753,wash rolling pin,2,[136],wash,['pin:rolling']
P01_09_764,move plates,11,[2],move,['plate']
P01_09_78,pour water into bowl,9,"[27, 7]",pour-into,"['water', 'bowl']"
P01_09_783,put plate into rack,5,"[2, 110]",put-into,"['plate', 'rack']"
P01_09_794,put knife into rack,5,"[4, 110]",put-into,"['knife', 'rack']"
P01_09_796,rinse rolling pin,2,[136],rinse,['pin:rolling']
P01_09_8,close bag,4,[19],close,['bag']
P01_09_804,turn on top,6,[42],turn-on,['top']
P01_09_807,put pan into rack,5,"[5, 110]",put-into,"['pan', 'rack']"
P01_09_81,stir flour,10,[75],stir,['flour']
P01_09_811,put cutting board into rack,1,"[18, 110]",put,"['board:cutting', 'rack']"
P01_09_814,put measuring cup into rack,1,"[13, 110]",put,"['cup:measuring', 'rack']"
P01_09_835,drink beer,60,[231],drink,['beer']
P01_09_850,drink more beer,60,[231],drink,['beer:more']
P01_09_852,check basil plant,24,[201],check,['plant:basil']
P01_09_853,take basil,0,[201],take,['basil']
P01_09_854,spread basil leaves,27,[62],spread,['leaf:basil']
P01_09_86,continue stirring flour,10,[75],stir,['flour']
P01_09_864,taking pizza off paper,12,"[91, 49]",take-off,"['pizza', 'paper']"
P01_09_865,continue taking pizza off paper,12,"[91, 49]",take-off,"['pizza', 'paper']"
P01_09_87,pour more water into bowl,9,"[27, 7]",pour-into,"['water:more', 'bowl']"
P01_09_870,cut pizza,7,[91],cut,['pizza']
P01_09_872,take pizza slice,0,[91],take,['slice:pizza']
P01_09_873,put pizza slice onto plate,1,"[91, 2]",put-onto,"['slice:pizza', 'plate']"
P01_09_876,put down things onto counter,1,[42],put-down,['counter']
P01_09_91,keep stirring flour,10,[75],stir,['flour']
P01_09_93,put cutting board in the rack,5,"[18, 110]",put-in,"['board:cutting', 'rack']"
P01_102_0,take knife and plate,0,"[4, 2]",take,"['knife', 'plate']"
P01_102_1,move spatula and colander,11,"[20, 39]",move,"['spatula', 'colander']"
P01_102_100,wipe surface,2,[42],wipe,['surface']
P01_102_106,move lid,11,[6],move,['lid']
P01_102_107,throw dust into the bin,13,"[54, 36]",throw-into,"['dust', 'bin']"
P01_102_108,wipe hand,2,[11],wipe,['hand']
P01_102_110,pour washing up liquid into hand,9,"[22, 11]",pour,"['liquid:washing:up', 'hand']"
P01_102_121,put lid onto container,1,"[6, 21]",put-onto,"['lid', 'container']"
P01_102_4,move orange skin into the bin,11,"[48, 36]",move-into,"['skin:orange', 'bin']"
P01_102_44,adjust tap,17,[0],adjust,['tap']
P01_102_52,take wok,0,[5],take,['wok']
P01_102_53,pour washing up liquid into wok,9,"[22, 5]",pour,"['liquid:washing:up', 'wok']"
P01_102_55,put down wok,1,[5],put-down,['wok']
P01_102_56,wash wok,2,[5],wash,['wok']
P01_102_63,rinse wok,2,[5],rinse,['wok']
P01_102_68,empty wok,20,[5],empty,['wok']
P01_102_87,take food,0,[34],take,['food']
P01_102_88,put down food,1,[34],put-down,['food']
P01_102_91,take food and fork,0,"[34, 14]",take,"['food', 'fork']"
P01_102_92,put down food and fork,1,"[34, 14]",put-down,"['food', 'fork']"
P01_102_93,take pot holder,0,[24],take,['holder:pot']
P01_102_94,put down pot holder,1,[24],put-down,['holder:pot']
P01_102_97,move container while wiping surface,11,"[21, 42]",move,"['container', 'surface:wiping']"
P01_103_1,pick up plate,0,[2],pick-up,['plate']
P01_103_10,put wok into cupboard,5,[3],put-into,['cupboard']
P01_103_11,put pans onto cupboard,1,"[5, 3]",put-onto,"['pan', 'cupboard']"
P01_103_13,pick up cutting board,0,[18],pick-up,['board:cutting']
P01_103_15,put cutting board into cupboard,1,"[18, 3]",put,"['board:cutting', 'cupboard']"
P01_103_16,pick up cup,0,[13],pick-up,['cup']
P01_103_20,attach knife onto magnetic holder,64,"[4, 135]",attach-onto,"['knife', 'holder:magnetic']"
P01_103_21,pick up knife,0,[4],pick-up,['knife']
P01_103_23,pick up cutlery,0,[58],pick-up,['cutlery']
P01_103_26,move cutlery tray,11,[35],move,['tray:cutlery']
P01_103_27,put down peeler,1,[87],put-down,['peeler']
P01_103_31,move colander,11,[39],move,['colander']
P01_103_32,pick up cafetiere,0,[50],pick-up,['cafetiere']
P01_103_33,pick up cafetiere plunger,0,[50],pick-up,['cafetiere']
P01_103_34,put cafetiere plunger into cafetiere,5,[50],put-into,['cafetiere']
P01_103_36,put cafetiere into cupboard,5,"[50, 3]",put-into,"['cafetiere', 'cupboard']"
P01_103_39,pick up spoon,0,[1],pick-up,['spoon']
P01_103_41,open rice cooker,3,[152],open,['cooker:rice']
P01_103_42,take rice cooker,0,[152],take,['cooker:rice']
P01_103_43,close rice cooker,4,[152],close,['cooker:rice']
P01_103_44,put down rice cooker pot,1,[29],put-down,['pot:rice:cooker']
P01_103_46,rinse pot,2,[29],rinse,['pot']
P01_103_48,pick up colander,0,[39],pick-up,['colander']
P01_103_5,pick up wok,0,[5],pick-up,['wok']
P01_103_53,pick up cereals,0,[99],pick-up,['cereal']
P01_103_56,put down cereal,1,[99],put-down,['cereal']
P01_103_58,move cereal box,11,[23],move,['box:cereal']
P01_103_60,pour cereals into cup,9,"[99, 13]",pour-into,"['cereal', 'cup']"
P01_103_61,pick up nuts,0,[133],pick-up,['nut']
P01_103_62,put down nuts,1,[133],put-down,['nut']
P01_103_64,put cereal bag into box,5,"[19, 23]",put-into,"['bag:cereal', 'box']"
P01_103_65,close cereals box,4,[23],close,['box:cereal']
P01_103_66,pick up cereals box,0,[23],pick-up,['box:cereal']
P01_103_7,pick up paper,0,[49],pick-up,['paper']
P01_103_71,pick up soy milk,0,[64],pick-up,['milk:soy']
P01_103_73,pick up food container,0,[21],pick-up,['container:food']
P01_103_75,put down food container,1,[21],put-down,['container:food']
P01_103_78,twist off cap,71,[118],twist-off,['cap']
P01_103_79,pour milk,9,[64],pour,['milk']
P01_103_8,put paper onto wok,1,"[49, 5]",put-onto,"['paper', 'wok']"
P01_103_85,take tea towel,0,[52],take,['towel:tea']
P01_103_9,move pans,11,[5],move,['pan']
P01_103_90,put spoon into cup,5,"[1, 13]",put-into,"['spoon', 'cup']"
P01_103_93,turn on lights,6,[114],turn-on,['light']
P01_103_94,unfold tea towel,39,[52],unfold,['towel:tea']
P01_103_95,put down tea towel,1,[52],put-down,['towel:tea']
P01_103_96,move tea towel,11,[52],move,['towel:tea']
P01_104_1,pick up tea towel,0,[52],pick-up,['towel:tea']
P01_104_23,take tea cup,0,[13],take,['cup:tea']
P01_104_3,fold tea towel,28,[52],fold,['towel:tea']
P01_104_30,empty pot,20,[29],empty,['pot']
P01_104_37,put spoon onto rack,1,"[1, 110]",put-onto,"['spoon', 'rack']"
P01_104_41,put cup onto rack,1,"[13, 110]",put-onto,"['cup', 'rack']"
P01_104_42,take pot,0,[29],take,['pot']
P01_104_44,pick up sponge,0,[9],pick-up,['sponge']
P01_104_59,put pot onto rack,1,"[29, 110]",put-onto,"['pot', 'rack']"
P01_104_7,put tea towel into drawer,5,"[52, 8]",put-into,"['towel:tea', 'drawer']"
P01_104_86,hand wash,41,[11],hand,['hand']
P01_105_0,pick up container,0,[21],pick-up,['container']
P01_105_10,put container into container,5,"[21, 21]",put-into,"['container', 'container']"
P01_105_100,put courgette dice into wok,5,"[76, 5]",put-into,"['dice:courgette', 'wok']"
